source,timestamp,severity,ip,dest_ip,threat_type,details,category
SSH Logs,Jan 21 07:12:27,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52528 [preauth],
SSH Logs,Jan 21 07:12:27,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 52546 [preauth],
SSH Logs,Jan 21 07:12:28,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52540 ssh2,
SSH Logs,Jan 21 07:12:28,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Administrator from 192.168.0.15 port 52544,
SSH Logs,Jan 21 07:12:28,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52540 [preauth],
SSH Logs,Jan 21 07:12:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user rewt from 192.168.0.15 port 52542 ssh2,
SSH Logs,Jan 21 07:12:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user remotessh from 192.168.0.15 port 52548,
SSH Logs,Jan 21 07:12:30,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user rewt 192.168.0.15 port 52542 [preauth],
SSH Logs,Jan 21 07:12:30,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user r00t from 192.168.0.15 port 52550,
SSH Logs,Jan 21 07:12:30,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user Administrator from 192.168.0.15 port 52544 ssh2,
SSH Logs,Jan 21 07:12:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user r00t 192.168.0.15 port 52550 [preauth],
SSH Logs,Jan 21 07:12:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user remotessh from 192.168.0.15 port 52548 ssh2,
SSH Logs,Jan 21 07:12:32,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user public from 192.168.0.15 port 52560,
SSH Logs,Jan 21 07:12:32,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Administrator 192.168.0.15 port 52544 [preauth],
SSH Logs,Jan 21 07:12:32,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user remotessh 192.168.0.15 port 52548 [preauth],
SSH Logs,Jan 21 07:12:32,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user pi from 192.168.0.15 port 52562,
SSH Logs,Jan 21 07:12:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user administrator from 192.168.0.15 port 52564,
SSH Logs,Jan 21 07:12:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user public from 192.168.0.15 port 52560 ssh2,
SSH Logs,Jan 21 07:12:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user patrol from 192.168.0.15 port 52566,
SSH Logs,Jan 21 07:12:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user pi from 192.168.0.15 port 52562 ssh2,
SSH Logs,Jan 21 07:12:35,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user pi 192.168.0.15 port 52562 [preauth],
SSH Logs,Jan 21 07:12:35,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user public 192.168.0.15 port 52560 [preauth],
SSH Logs,Jan 21 07:12:36,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user administrator from 192.168.0.15 port 52564 ssh2,
SSH Logs,Jan 21 07:12:36,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user patrol from 192.168.0.15 port 52566 ssh2,
SSH Logs,Jan 21 07:12:37,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user padmin from 192.168.0.15 port 52568,
SSH Logs,Jan 21 07:12:37,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user oracle from 192.168.0.15 port 52570,
SSH Logs,Jan 21 07:12:37,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user patrol 192.168.0.15 port 52566 [preauth],
SSH Logs,Jan 21 07:12:38,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user administrator 192.168.0.15 port 52564 [preauth],
SSH Logs,Jan 21 07:12:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user padmin from 192.168.0.15 port 52568 ssh2,
SSH Logs,Jan 21 07:12:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user oracle from 192.168.0.15 port 52570 ssh2,
SSH Logs,Jan 21 07:12:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user operator from 192.168.0.15 port 52582,
SSH Logs,Jan 21 07:12:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user oracle 192.168.0.15 port 52570 [preauth],
SSH Logs,Jan 21 07:12:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user padmin 192.168.0.15 port 52568 [preauth],
SSH Logs,Jan 21 07:12:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Administrator from 192.168.0.15 port 52584,
SSH Logs,Jan 21 07:12:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user operator from 192.168.0.15 port 52582 ssh2,
SSH Logs,Jan 21 07:12:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user Administrator from 192.168.0.15 port 52584 ssh2,
SSH Logs,Jan 21 07:12:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user nsroot from 192.168.0.15 port 52586,
SSH Logs,Jan 21 07:12:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user nexthink from 192.168.0.15 port 52588,
SSH Logs,Jan 21 07:12:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Administrator 192.168.0.15 port 52584 [preauth],
SSH Logs,Jan 21 07:12:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user operator 192.168.0.15 port 52582 [preauth],
SSH Logs,Jan 21 07:12:43,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user nsroot from 192.168.0.15 port 52586 ssh2,
SSH Logs,Jan 21 07:12:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user nexthink from 192.168.0.15 port 52588 ssh2,
SSH Logs,Jan 21 07:12:44,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user nsroot 192.168.0.15 port 52586 [preauth],
SSH Logs,Jan 21 07:12:45,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Administrator from 192.168.0.15 port 52608,
SSH Logs,Jan 21 07:12:45,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user nexthink 192.168.0.15 port 52588 [preauth],
SSH Logs,Jan 21 07:12:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user mpi from 192.168.0.15 port 52612,
SSH Logs,Jan 21 07:12:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user mpi 192.168.0.15 port 52612 [preauth],
SSH Logs,Jan 21 07:12:46,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user Administrator from 192.168.0.15 port 52608 ssh2,
SSH Logs,Jan 21 07:12:47,HIGH,192.168.0.15,,SSH_failed_password,Failed password for root from 192.168.0.15 port 52610 ssh2,
SSH Logs,Jan 21 07:12:47,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user mother from 192.168.0.15 port 52614,
SSH Logs,Jan 21 07:12:48,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user mobile from 192.168.0.15 port 52616,
SSH Logs,Jan 21 07:12:48,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Administrator 192.168.0.15 port 52608 [preauth],
SSH Logs,Jan 21 07:12:48,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by authenticating user root 192.168.0.15 port 52610 [preauth],
SSH Logs,Jan 21 07:12:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user mother from 192.168.0.15 port 52614 ssh2,
SSH Logs,Jan 21 07:12:49,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user mobile from 192.168.0.15 port 52616 ssh2,
SSH Logs,Jan 21 07:12:50,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user mother 192.168.0.15 port 52614 [preauth],
SSH Logs,Jan 21 07:12:50,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Administrator from 192.168.0.15 port 52628,
SSH Logs,Jan 21 07:12:50,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user mobile 192.168.0.15 port 52616 [preauth],
SSH Logs,Jan 21 07:12:50,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user mg3500 from 192.168.0.15 port 52630,
SSH Logs,Jan 21 07:12:51,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user Administrator from 192.168.0.15 port 52628 ssh2,
SSH Logs,Jan 21 07:12:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user jill from 192.168.0.15 port 52632,
SSH Logs,Jan 21 07:12:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Administrator 192.168.0.15 port 52628 [preauth],
SSH Logs,Jan 21 07:12:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user jack from 192.168.0.15 port 52634,
SSH Logs,Jan 21 07:12:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user jill 192.168.0.15 port 52632 [preauth],
SSH Logs,Jan 21 07:12:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user jack 192.168.0.15 port 52634 [preauth],
SSH Logs,Jan 21 07:12:52,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user mg3500 from 192.168.0.15 port 52630 ssh2,
SSH Logs,Jan 21 07:12:53,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user mg3500 192.168.0.15 port 52630 [preauth],
SSH Logs,Jan 21 07:12:54,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user adminstat from 192.168.0.15 port 52636,
SSH Logs,Jan 21 07:12:54,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user informix from 192.168.0.15 port 52638,
SSH Logs,Jan 21 07:12:54,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user HPSupport from 192.168.0.15 port 52640,
SSH Logs,Jan 21 07:12:55,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user help from 192.168.0.15 port 52642,
SSH Logs,Jan 21 07:12:55,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user help 192.168.0.15 port 52642 [preauth],
SSH Logs,Jan 21 07:12:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user adminstat from 192.168.0.15 port 52636 ssh2,
SSH Logs,Jan 21 07:12:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user informix from 192.168.0.15 port 52638 ssh2,
SSH Logs,Jan 21 07:12:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user HPSupport from 192.168.0.15 port 52640 ssh2,
SSH Logs,Jan 21 07:12:56,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user adminstat 192.168.0.15 port 52636 [preauth],
SSH Logs,Jan 21 07:12:57,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user hax0r from 192.168.0.15 port 52654,
SSH Logs,Jan 21 07:12:57,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user HPSupport 192.168.0.15 port 52640 [preauth],
SSH Logs,Jan 21 07:12:57,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user hax0r 192.168.0.15 port 52654 [preauth],
SSH Logs,Jan 21 07:12:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user adminstrator from 192.168.0.15 port 52656,
SSH Logs,Jan 21 07:12:58,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user informix 192.168.0.15 port 52638 [preauth],
SSH Logs,Jan 21 07:12:59,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 52662 [preauth],
SSH Logs,Jan 21 07:12:59,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user guest from 192.168.0.15 port 52658,
SSH Logs,Jan 21 07:12:59,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user guest from 192.168.0.15 port 52660,
SSH Logs,Jan 21 07:13:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user adminstrator from 192.168.0.15 port 52656 ssh2,
SSH Logs,Jan 21 07:13:00,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user glftpd from 192.168.0.15 port 52666,
SSH Logs,Jan 21 07:13:01,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user adminstrator 192.168.0.15 port 52656 [preauth],
SSH Logs,Jan 21 07:13:01,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user guest from 192.168.0.15 port 52658 ssh2,
SSH Logs,Jan 21 07:13:01,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user guest from 192.168.0.15 port 52660 ssh2,
SSH Logs,Jan 21 07:13:03,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user glftpd from 192.168.0.15 port 52666 ssh2,
SSH Logs,Jan 21 07:13:03,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user guest 192.168.0.15 port 52658 [preauth],
SSH Logs,Jan 21 07:13:03,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user adminttd from 192.168.0.15 port 52676,
SSH Logs,Jan 21 07:13:03,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user guest 192.168.0.15 port 52660 [preauth],
SSH Logs,Jan 21 07:13:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user glftpd 192.168.0.15 port 52666 [preauth],
SSH Logs,Jan 21 07:13:04,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user gamez from 192.168.0.15 port 52678,
SSH Logs,Jan 21 07:13:05,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user friday from 192.168.0.15 port 52680,
SSH Logs,Jan 21 07:13:05,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user friday 192.168.0.15 port 52680 [preauth],
SSH Logs,Jan 21 07:13:05,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user adminttd from 192.168.0.15 port 52676 ssh2,
SSH Logs,Jan 21 07:13:06,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user enablediag from 192.168.0.15 port 52682,
SSH Logs,Jan 21 07:13:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user emcupdate from 192.168.0.15 port 52684,
SSH Logs,Jan 21 07:13:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user gamez from 192.168.0.15 port 52678 ssh2,
SSH Logs,Jan 21 07:13:07,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user adminttd 192.168.0.15 port 52676 [preauth],
SSH Logs,Jan 21 07:13:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user enablediag from 192.168.0.15 port 52682 ssh2,
SSH Logs,Jan 21 07:13:08,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user gamez 192.168.0.15 port 52678 [preauth],
SSH Logs,Jan 21 07:13:09,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user enablediag 192.168.0.15 port 52682 [preauth],
SSH Logs,Jan 21 07:13:09,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user emcupdate from 192.168.0.15 port 52684 ssh2,
SSH Logs,Jan 21 07:13:09,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user adminuser from 192.168.0.15 port 52694,
SSH Logs,Jan 21 07:13:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user demos from 192.168.0.15 port 52696,
SSH Logs,Jan 21 07:13:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user demos 192.168.0.15 port 52696 [preauth],
SSH Logs,Jan 21 07:13:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user debug from 192.168.0.15 port 52698,
SSH Logs,Jan 21 07:13:10,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user emcupdate 192.168.0.15 port 52684 [preauth],
SSH Logs,Jan 21 07:13:11,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user adminuser from 192.168.0.15 port 52694 ssh2,
SSH Logs,Jan 21 07:13:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user dbadmin from 192.168.0.15 port 52700,
SSH Logs,Jan 21 07:13:12,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user db2inst1 from 192.168.0.15 port 52702,
SSH Logs,Jan 21 07:13:13,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user debug from 192.168.0.15 port 52698 ssh2,
SSH Logs,Jan 21 07:13:13,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user adminuser 192.168.0.15 port 52694 [preauth],
SSH Logs,Jan 21 07:13:13,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user debug 192.168.0.15 port 52698 [preauth],
SSH Logs,Jan 21 07:13:14,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user dbadmin from 192.168.0.15 port 52700 ssh2,
SSH Logs,Jan 21 07:13:14,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user db2inst1 from 192.168.0.15 port 52702 ssh2,
SSH Logs,Jan 21 07:13:14,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user adminview from 192.168.0.15 port 52712,
SSH Logs,Jan 21 07:13:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user dbadmin 192.168.0.15 port 52700 [preauth],
SSH Logs,Jan 21 07:13:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user db2inst1 from 192.168.0.15 port 52714,
SSH Logs,Jan 21 07:13:15,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user db2inst1 192.168.0.15 port 52702 [preauth],
SSH Logs,Jan 21 07:13:16,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user adminview from 192.168.0.15 port 52712 ssh2,
SSH Logs,Jan 21 07:13:16,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user db2fenc1 from 192.168.0.15 port 52718,
SSH Logs,Jan 21 07:13:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user db2inst1 from 192.168.0.15 port 52714 ssh2,
SSH Logs,Jan 21 07:13:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user db2fenc1 from 192.168.0.15 port 52720,
SSH Logs,Jan 21 07:13:17,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user db2inst1 192.168.0.15 port 52714 [preauth],
SSH Logs,Jan 21 07:13:18,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user adminview 192.168.0.15 port 52712 [preauth],
SSH Logs,Jan 21 07:13:19,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user db2fenc1 from 192.168.0.15 port 52718 ssh2,
SSH Logs,Jan 21 07:13:19,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user db2as from 192.168.0.15 port 52722,
SSH Logs,Jan 21 07:13:19,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user db2fenc1 from 192.168.0.15 port 52720 ssh2,
SSH Logs,Jan 21 07:13:20,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user ADMN from 192.168.0.15 port 52732,
SSH Logs,Jan 21 07:13:20,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user db2fenc1 192.168.0.15 port 52718 [preauth],
SSH Logs,Jan 21 07:13:21,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user db2fenc1 192.168.0.15 port 52720 [preauth],
SSH Logs,Jan 21 07:13:21,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user db2as from 192.168.0.15 port 52722 ssh2,
SSH Logs,Jan 21 07:13:21,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 52736 [preauth],
SSH Logs,Jan 21 07:13:22,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user ADMN from 192.168.0.15 port 52732 ssh2,
SSH Logs,Jan 21 07:13:22,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user db2as from 192.168.0.15 port 52734,
SSH Logs,Jan 21 07:13:23,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user db2as 192.168.0.15 port 52722 [preauth],
SSH Logs,Jan 21 07:13:23,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user cmc from 192.168.0.15 port 52738,
SSH Logs,Jan 21 07:13:23,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user ADMN 192.168.0.15 port 52732 [preauth],
SSH Logs,Jan 21 07:13:24,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user db2as from 192.168.0.15 port 52734 ssh2,
SSH Logs,Jan 21 07:13:24,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user cliuser from 192.168.0.15 port 52740,
SSH Logs,Jan 21 07:13:25,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user ADSL from 192.168.0.15 port 52742,
SSH Logs,Jan 21 07:13:25,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user cmc from 192.168.0.15 port 52738 ssh2,
SSH Logs,Jan 21 07:13:25,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user db2as 192.168.0.15 port 52734 [preauth],
SSH Logs,Jan 21 07:13:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user cmc 192.168.0.15 port 52738 [preauth],
SSH Logs,Jan 21 07:13:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user cliuser from 192.168.0.15 port 52740 ssh2,
SSH Logs,Jan 21 07:13:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user chronos from 192.168.0.15 port 52752,
SSH Logs,Jan 21 07:13:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user cliuser 192.168.0.15 port 52740 [preauth],
SSH Logs,Jan 21 07:13:27,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user ADSL from 192.168.0.15 port 52742 ssh2,
SSH Logs,Jan 21 07:13:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user bash from 192.168.0.15 port 52754,
SSH Logs,Jan 21 07:13:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user bash 192.168.0.15 port 52754 [preauth],
SSH Logs,Jan 21 07:13:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user chronos from 192.168.0.15 port 52752 ssh2,
SSH Logs,Jan 21 07:13:29,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user bank from 192.168.0.15 port 52756,
SSH Logs,Jan 21 07:13:29,LOW,192.168.0.15,,SSH_connection_reset,Connection reset by 192.168.0.15 port 52758 [preauth],
SSH Logs,Jan 21 07:13:30,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user ADSL 192.168.0.15 port 52742 [preauth],
SSH Logs,Jan 21 07:13:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user chronos 192.168.0.15 port 52752 [preauth],
SSH Logs,Jan 21 07:13:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user Administrator from 192.168.0.15 port 52760,
SSH Logs,Jan 21 07:13:31,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user ADVMAIL from 192.168.0.15 port 52762,
SSH Logs,Jan 21 07:13:32,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user bank from 192.168.0.15 port 52756 ssh2,
SSH Logs,Jan 21 07:13:32,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user bank 192.168.0.15 port 52756 [preauth],
SSH Logs,Jan 21 07:13:33,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user administrator from 192.168.0.15 port 52772,
SSH Logs,Jan 21 07:13:33,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user Administrator from 192.168.0.15 port 52760 ssh2,
SSH Logs,Jan 21 07:13:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user ADVMAIL from 192.168.0.15 port 52762 ssh2,
SSH Logs,Jan 21 07:13:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user administrator from 192.168.0.15 port 52774,
SSH Logs,Jan 21 07:13:34,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user ADVMAIL 192.168.0.15 port 52762 [preauth],
SSH Logs,Jan 21 07:13:35,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user Administrator 192.168.0.15 port 52760 [preauth],
SSH Logs,Jan 21 07:13:35,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user administrator from 192.168.0.15 port 52772 ssh2,
SSH Logs,Jan 21 07:13:36,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user administrator from 192.168.0.15 port 52774 ssh2,
SSH Logs,Jan 21 07:13:36,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user administrator 192.168.0.15 port 52774 [preauth],
SSH Logs,Jan 21 07:13:36,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user ADVMAIL from 192.168.0.15 port 52776,
SSH Logs,Jan 21 07:13:37,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52778,
SSH Logs,Jan 21 07:13:37,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user administrator 192.168.0.15 port 52772 [preauth],
SSH Logs,Jan 21 07:13:38,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52788,
SSH Logs,Jan 21 07:13:38,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user ADVMAIL from 192.168.0.15 port 52776 ssh2,
SSH Logs,Jan 21 07:13:38,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52778 ssh2,
SSH Logs,Jan 21 07:13:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52790,
SSH Logs,Jan 21 07:13:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user ADVMAIL 192.168.0.15 port 52776 [preauth],
SSH Logs,Jan 21 07:13:39,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52778 [preauth],
SSH Logs,Jan 21 07:13:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52788 ssh2,
SSH Logs,Jan 21 07:13:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Failed password for invalid user admin from 192.168.0.15 port 52790 ssh2,
SSH Logs,Jan 21 07:13:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user bciim from 192.168.0.15 port 52792,
SSH Logs,Jan 21 07:13:40,MEDIUM,192.168.0.15,,SSH_invalid_user,Invalid user admin from 192.168.0.15 port 52794,
SSH Logs,Jan 21 07:13:41,MEDIUM,192.168.0.15,,SSH_invalid_user,Connection reset by invalid user admin 192.168.0.15 port 52790 [preauth],
